@JBsTweets ,1
Thanks for the follow...,1
“Winter ” The First Edition of “WSSF” is now available above.,1
WSSF is a year long project… https://t.co/0WHHmbKgKf,1
https://t.co/ZrsHytZaAh,1
True love is a well roasted potato,1
Hey @TDOT can you please make sure that not just some but ALL bridges are cut to one lane in preparation for the holiday weekend? Kthanks!!!,1
WTC https://t.co/B4fNh3yF2c,1
Nothing's changed with liv's father #scandal100,0
@BAnderson3737 Congratulations!,1
@PhillyD @HunterFreytag Going to the gym right now so most likely after work grub!,1
@odetonegan are you re-watching S1?,1
All these asses plus more at #ProjectOD https://t.co/gasV1i00Rr,1
Supposed to sign up for classes for next year.... only problem is I still haven't decided on a major 🙄,1
I absolutely love coaching and making cracks!,1
Not one a winner...,0
#LuceroFamilyBlockParty raffle @ Hammer &amp; Ale https://t.co/cHgxc7VExI,1
Jesus knowing everything that was going to happen to him went out and said to them “Whom are… https://t.co/w8LvylA7NU,0
Stand with @womensmarch activists and demand your elected officials to let 750 000 refugees in. #WomenForSyria… https://t.co/B6UAvdHGSX,1
Seriously what a week! #TGIF tomorrow @ East Harlem https://t.co/th3pKvm15y,1
I'm now taking bets on how many times she hits me with her paddle… https://t.co/awtJgDloIB,1
I miss bubbles with my boy @ Burke  Virginia https://t.co/W852mFXGTo,1
Hey Dallas I approve of Nonna. Tasty introduction to D. Thanks to an old friend.,1
Importante,1
@IvankaTrump @IvankaTrump u tweet about National Library Day?U outta ur fucking mind? U have this tweet sent right… https://t.co/RB0OwCRPsJ,1
@chainks https://t.co/6G693Zs8gE,1
@jongold @dribnet @hardmaru @p5xjs Me! (I have an example that does this with char-rnn) Seemed like extra hassle to… https://t.co/f95BV2fF5J,0
Although I'm a @dallascowboys fan I have so much respect &amp; love for you #DanRooney. RIP. The #PittsburghSteelers,1
Lmfaoooooo this flu season sticker set on fb messenger has a literal lean cupid/angel/fairy https://t.co/bWAtv0oreZ,1
Can't wait to see the boys tm @textbookcheefs @LOdonnell31 @frankiefio_33 #rivalryweek,1
Thanks bud!!💚 https://t.co/HODD2nDWOT,1
Gotta wait https://t.co/anReuM2AKM,1
Ok fine you right lone voter,1
Always give 120%,1
I'm at Ty's Bar in New York  NY https://t.co/Ik22s7gd6v,1
Lord be with those who have none to turn to. #SlateSpeak,1
carefree💅🏾 https://t.co/cndCMc1mee,0
Don't do college get yourself a sugar daddy,0
probably won't happen this year  but everyone at Sakura con makes me curious to start checking out other out of state cons,1
@FOX10Phoenix @JeffFlake come on really? You're trying to tell us this is a liberal hotbed??? Hilarious,1
all i wanna do is drive home but there's too much traffic 😩,0
GOOD GRAVY THAT WAS GAME ONE,1
The world is literally CRASHING AND BURNING AROUND ME AND IM WORRIED ABOUT HAIR AND MAKEUP🤢,0
Probably the only thing I'll ever agree with Kim on https://t.co/Aub2qZzd1H,1
A bit more tricky... ok #dudeperfect #ScarboroughPerfect https://t.co/NpHNTtSha2,1
He hates the feel hates knowing it's there.shaved himself bleeding to death almost trying to get one hair off once he said.says hair down,0
Playoff hockey. You need it sometimes https://t.co/oAS7r4Y704,1
ive never been in more pain in my life i literally cant eat barely anything,0
@kittehboi @TheNascarKitty @RealFakeGator @Meow_Girls @lucky_GSD @WinstonTabby @mariodacat Will fix now,1
Ooooo I am so ready for this!!!! @costume_poet https://t.co/YfyWkwg0bE,1
Once i mumbled when telling my aunt I was going 2 therapy n she thought I said "carrot cake" so now that's what my family calls therapy,1
@googlevr should I just buy a new head set?,1
I have a new family I swear 💙,1
Can you recommend anyone for this #job? Physical Therapist - Physical Therapy - https://t.co/EELdZFNl5j #Healthcare #Services #Aiea HIring,1
My plans went from hiking to snow shoeing real quick,0
I gave up on u when u started tasting like a lemon without the sugar and water,0
Came home and found a huge mystery box on my porch. Surprise BBQ! Thanks Dad! @ Carlsbad … https://t.co/TGLAybFqRq,1
This week we launched our Culinary Internship Program.  First topic on the curriculum: food… https://t.co/vmbSyq4aw6,1
If the first two days of playoffs teaches us anything EXPERIENCE MATTERS. Young teams getting early leads and then blowing them late,1
@Olivia_Beavers Hi Olivia  I'm working on a story for the Columbia Journalism Review and... (1/2),1
@PredsNHL Get it done!!,1
Well he is getting a really great start! https://t.co/CKamC4XrLi,1
u a worried ass bitch,0
It's a preinstalled app fam https://t.co/BE8m2mBWkX,1
https://t.co/RYOZRUra5n,1
i front like i'm such a thot but in reality i've literally never had a boyfriend before so there's THAT,1
@SalivaMouthMach inv,0
@aavaae Fuck it I'm getting one tonight if I can,1
It's been over a month since my last stream. How about a little reunion as I predict the #StanleyCupPlayoffs2017 in… https://t.co/9TKMNrgSCY,1
Had chapulines tonight! Such good stuff with the tacos!! #phdlife #queerscholar… https://t.co/suiQjmf4uf,1
Nigga you need a whole new crew or just pack it up. Stop hiring chicks based on their fuckabilty instead of capability #HustleAndSoul,0
What's the name of the planet I came from?,0
What I heard today at driving school: my dad is a scientist. He distributes medicine to people and fills them up.,1
Honestly besides my gf I have one friend which I see at work regularly so that's hanging out sort of 😂😂,0
yes they are in the same city. but they dislike each other so why would they want to see each other. pls be logical and stop assuming things,0
These boots put the "boo" in boozin @ Beer Garden https://t.co/iDUtkF5lbS,0
@dgains1 @margeezy23  https://t.co/H19IUNOjWW,1
@toriwhodat was F***LIT! https://t.co/0RtzQ0jUdy,0
Arenado makes tough plays look so simple.,1
Um... YES?!?! https://t.co/tBUigci9WN,1
We all thought having more #data was better. We were wrong. https://t.co/lbzyJYtSIR,1
@Aye_itslaylay Congrats to you on being drafted.Represent South Carolina  well. I know you are about to do great things. Stay on your grind.,1
I love Stars so much ✨,1
No  really. That was the difference tonight. 😉,0
Only game 1. Long series ahead. Go  Preds!,1
#Preds #Predators #NSHvsCHI,1
Lately it just feels like my world is crumbling,0
I'd still feel extremely irresponsible calling the forced recess due to the strike "Spring Break"... even during Holy Week. 😟,0
@Daily_Express Europe has to increase the control of the people who enters to the continent.,0
😂😂😂😂😂😂,0
G O A T. Better than ocarina fight me pussies https://t.co/Ml1Z31xmGH,1
